#,CATEGORY,CLASS TYPE,PRODUCT,UNIT,QUANTITY,RUPEES,DOLLARS,% QUANTITY,% RUPEES,% DOLLARS,STATUS,Year,Quarter,Month,Day
228,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,14017,4860,25494,31.21,22.29,19.8,Export,2021,Qtr 1,February,1
229,FOOD GROUP,,FRUITS,M.T,136615,8433,64399,-17.68,-18.07,-17.71,Export,2021,Qtr 1,February,1
230,FOOD GROUP,,VEGETABLES,M.T,159676,7530,64700,54.67,36.04,-26.86,Export,2021,Qtr 1,February,1
231,FOOD GROUP,,LEGUMINOUS VEGETABLES (PULSES),M.T,0,0,0,0,0,0,Export,2021,Qtr 1,February,1
232,FOOD GROUP,,TOBACCO,M.T,400,174,8292,0,6.75,-86.82,Export,2021,Qtr 1,February,1
233,FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2021,Qtr 1,February,1
234,FOOD GROUP,,SPICES,M.T,2242,1433,8209,3.18,-18.86,9.7,Export,2021,Qtr 1,February,1
235,FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,11721,2409,1006,84.12,75.58,1404.77,Export,2021,Qtr 1,February,1
236,FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2021,Qtr 1,February,1
237,FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,8002,4252,25877,0.84,-5.24,3.26,Export,2021,Qtr 1,February,1
238,FOOD GROUP,,ALL OTHER FOOD ITEMS,,,7641,42122,,1.95,14,Export,2021,Qtr 1,February,1
240,TEXTILE GROUP,,RAW COTTON,M.T,0,0,912,0,0,-100,Export,2021,Qtr 1,February,1
241,TEXTILE GROUP,,COTTON YARN,M.T,44419,19137,97647,35.86,39.44,23.16,Export,2021,Qtr 1,February,1
242,TEXTILE GROUP,,COTTON CLOTH,M.T,34544,23705,189231,7.64,-2.19,-21.28,Export,2021,Qtr 1,February,1
243,TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,0,0,32,0,0,-100,Export,2021,Qtr 1,February,1
244,TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,1553,524,2593,-7.5,-8.55,27,Export,2021,Qtr 1,February,1
245,TEXTILE GROUP,,KNITWEAR,TH.DOZ,11231,46464,258301,-26.14,-10.85,13.04,Export,2021,Qtr 1,February,1
246,TEXTILE GROUP,,BED WEAR,M.T,33024,32363,205848,-7.35,-7.87,-1.2,Export,2021,Qtr 1,February,1
247,TEXTILE GROUP,,TOWELS,M.T,17271,12329,80364,-11.36,-12.03,-3.59,Export,2021,Qtr 1,February,1
248,TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,2897,1326,12092,-26.9,-27.5,-31.09,Export,2021,Qtr 1,February,1
249,TEXTILE GROUP,,READYMADE GARMENTS,,,37945,280397,,-16.25,-14.96,Export,2021,Qtr 1,February,1
250,TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,6690,4640,31724,-12.11,-12.7,-8.09,Export,2021,Qtr 1,February,1
251,TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR,,,9406,60780,,-13.24,-2.75,Export,2021,Qtr 1,February,1
252,TEXTILE GROUP,,OTHER TEXTILE MATERIALS,,,8534,53824,,-3.59,-0.36,Export,2021,Qtr 1,February,1
254,PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,46919,3029,22433,100,100,-15.15,Export,2021,Qtr 1,February,1
255,PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,1210,76,9411,-79.53,-77.91,-94.92,Export,2021,Qtr 1,February,1
256,PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,700,37,2648,-76.53,-76.73,-91.2,Export,2021,Qtr 1,February,1
257,PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,13,0,0,-100,Export,2021,Qtr 1,February,1
259,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,220,899,4281,91.3,-10.37,31.96,Export,2021,Qtr 1,February,1
261,OTHER MANUFACTURES GROUP,SPORTS GOODS,FOOTBALLS,TH.DOZ,183,1422,13749,-4.19,-9.89,-35.01,Export,2021,Qtr 1,February,1
262,OTHER MANUFACTURES GROUP,SPORTS GOODS,GLOVES,TH.DOZ,85,810,7261,6.25,9.46,-29.9,Export,2021,Qtr 1,February,1
263,OTHER MANUFACTURES GROUP,SPORTS GOODS,OTHERS,,,762,4275,,-11.29,12,Export,2021,Qtr 1,February,1
264,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,1054,1988,15816,7.55,-3.26,-21.01,Export,2021,Qtr 1,February,1
266,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,75,3485,23248,-13.79,-12.94,-5.8,Export,2021,Qtr 1,February,1
267,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,370,2951,18986,-17.78,-16.69,-2.33,Export,2021,Qtr 1,February,1
268,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,,,179,1038,,5.92,8.38,Export,2021,Qtr 1,February,1
270,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,790,1620,10982,15.67,23.85,-7.3,Export,2021,Qtr 1,February,1
271,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,2,2,0,100,100,100,Export,2021,Qtr 1,February,1
272,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,1020,405,1972,8.51,8.58,29.06,Export,2021,Qtr 1,February,1
273,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,,,5445,30644,,-8.38,11.66,Export,2021,Qtr 1,February,1
274,OTHER MANUFACTURES GROUP,,CUTLERY,,,1693,7833,,-2.36,35.82,Export,2021,Qtr 1,February,1
275,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,242,83,376,32.24,5.06,38.83,Export,2021,Qtr 1,February,1
277,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2021,Qtr 1,February,1
278,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,23250,3758,28537,-2.53,9.21,-17.24,Export,2021,Qtr 1,February,1
279,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,1550,3611,20303,-3.19,0,11.77,Export,2021,Qtr 1,February,1
280,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,,,4493,51033,,6.47,-44.67,Export,2021,Qtr 1,February,1
282,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,140,398,2093,-9.68,-9.13,19.49,Export,2021,Qtr 1,February,1
283,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,,,113,601,,-53.11,18.14,Export,2021,Qtr 1,February,1
284,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,,,378,3221,,-39.23,-26.27,Export,2021,Qtr 1,February,1
286,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR PARTICULAR INDUSTRIES,,,1072,5659,,13.32,19.05,Export,2021,Qtr 1,February,1
287,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,,,289,1158,,16.06,56.82,Export,2021,Qtr 1,February,1
288,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,,,599,4738,,-20.66,-20.56,Export,2021,Qtr 1,February,1
289,OTHER MANUFACTURES GROUP,,GEMS,K.G,1065,228,189,400,418.18,658.2,Export,2021,Qtr 1,February,1
290,OTHER MANUFACTURES GROUP,,JEWELLERY,,,30,183,,172.73,3.28,Export,2021,Qtr 1,February,1
291,OTHER MANUFACTURES GROUP,,FURNITURE,,,149,314,,246.51,198.09,Export,2021,Qtr 1,February,1
292,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,81,1,30,100,100,-80,Export,2021,Qtr 1,February,1
293,OTHER MANUFACTURES GROUP,,HANDICRAFTS,,0,0,0,,0,0,Export,2021,Qtr 1,February,1
294,OTHER MANUFACTURES GROUP,,CEMENT,M.T,537452,3107,23791,-11.52,-6.5,-17.93,Export,2021,Qtr 1,February,1
295,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,2040,410,3237,7.03,3.02,-20.42,Export,2021,Qtr 1,February,1
296,OTHER MANUFACTURES GROUP,,ALL OTHER ITEMS,,,23800,119318,,2.35,25.35,Export,2021,Qtr 1,February,1
300,FOOD GROUP,RICE,BASMATI,M.T,72749,12149,75858,135.21,138.4,138.28,Export,2021,Qtr 1,January,1
301,FOOD GROUP,RICE,OTHERS,M.T,251505,18957,118368,-44.61,-41.04,-41.06,Export,2021,Qtr 1,January,1
302,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,10683,3974,24814,-7.91,-13.38,-13.43,Export,2021,Qtr 1,January,1
303,FOOD GROUP,,FRUITS,M.T,165963,10293,64270,-18.7,-23.3,-23.33,Export,2021,Qtr 1,January,1
304,FOOD GROUP,,VEGETABLES,M.T,103234,5535,34561,9.49,-12.5,-12.54,Export,2021,Qtr 1,January,1
305,FOOD GROUP,,LEGUMINOUS VEGETABLES (PULSES),M.T,0,0,0,0,0,0,Export,2021,Qtr 1,January,1
306,FOOD GROUP,,TOBACCO,M.T,400,163,1018,-86,-86.27,-86.27,Export,2021,Qtr 1,January,1
307,FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2021,Qtr 1,January,1
308,FOOD GROUP,,SPICES,M.T,2173,1766,11027,-10.58,9.15,9.12,Export,2021,Qtr 1,January,1
309,FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,6366,1372,8567,-52.5,-39.29,-39.32,Export,2021,Qtr 1,January,1
310,FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2021,Qtr 1,January,1
311,FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,7935,4487,28017,-1.93,0.52,0.47,Export,2021,Qtr 1,January,1
312,FOOD GROUP,,ALL OTHER FOOD ITEMS,,,7495,46799,,-4.05,-4.09,Export,2021,Qtr 1,January,1
314,TEXTILE GROUP,,RAW COTTON,M.T,0,0,0,-100,-100,-100,Export,2021,Qtr 1,January,1
315,TEXTILE GROUP,,COTTON YARN,M.T,32694,13724,85693,-16.84,-10.86,-10.9,Export,2021,Qtr 1,January,1
316,TEXTILE GROUP,,COTTON CLOTH,M.T,32091,24235,151324,-10.94,-6.45,-6.5,Export,2021,Qtr 1,January,1
317,TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,0,0,0,0,0,0,Export,2021,Qtr 1,January,1
318,TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,1679,573,3578,30.05,22.7,22.7,Export,2021,Qtr 1,January,1
319,TEXTILE GROUP,,KNITWEAR,TH.DOZ,15205,52118,325425,-8.14,-4.82,-4.87,Export,2021,Qtr 1,January,1
320,TEXTILE GROUP,,BED WEAR,M.T,35643,35126,219327,-15.35,-14.29,-14.33,Export,2021,Qtr 1,January,1
321,TEXTILE GROUP,,TOWELS,M.T,19485,14015,87510,2.48,5.49,5.44,Export,2021,Qtr 1,January,1
322,TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,3963,1829,11420,-14.18,-6.64,-6.68,Export,2021,Qtr 1,January,1
323,TEXTILE GROUP,,READYMADE GARMENTS,,,45307,282897,,-0.59,-0.63,Export,2021,Qtr 1,January,1
324,TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,7612,5315,33187,-6.77,-0.77,-0.8,Export,2021,Qtr 1,January,1
325,TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR,,,10841,67691,,-6.06,-6.1,Export,2021,Qtr 1,January,1
326,TEXTILE GROUP,,OTHER TEXTILE MATERIALS,,,8852,55272,,-1.99,-2.04,Export,2021,Qtr 1,January,1
328,PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,0,0,0,100,100,100,Export,2021,Qtr 1,January,1
329,PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,5911,344,2148,-3.56,-10.88,-10.95,Export,2021,Qtr 1,January,1
330,PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,2982,159,993,-44.62,-50.93,-50.94,Export,2021,Qtr 1,January,1
331,PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,0,0,0,Export,2021,Qtr 1,January,1
333,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,115,1003,6263,-7.26,-9.64,-9.68,Export,2021,Qtr 1,January,1
335,OTHER MANUFACTURES GROUP,SPORTS GOODS,FOOTBALLS,TH.DOZ,191,1578,9853,-13.96,-11.94,-11.97,Export,2021,Qtr 1,January,1
336,OTHER MANUFACTURES GROUP,SPORTS GOODS,GLOVES,TH.DOZ,80,740,4621,-6.98,-13.45,-13.45,Export,2021,Qtr 1,January,1
337,OTHER MANUFACTURES GROUP,SPORTS GOODS,OTHERS,,,859,5364,,5.01,5.03,Export,2021,Qtr 1,January,1
338,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,980,2055,12831,-4.2,-13.76,-13.79,Export,2021,Qtr 1,January,1
340,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,87,4003,24995,-8.42,-7.1,-7.14,Export,2021,Qtr 1,January,1
341,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,450,3542,22116,-12.45,-6.76,-6.81,Export,2021,Qtr 1,January,1
342,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,,,169,1055,,-31.02,-31,Export,2021,Qtr 1,January,1
344,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,683,1308,8167,-30.02,-26.97,-26.99,Export,2021,Qtr 1,January,1
345,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,0,0,0,-100,-100,-100,Export,2021,Qtr 1,January,1
346,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,940,373,2329,25.84,16.2,16.1,Export,2021,Qtr 1,January,1
347,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,,,5943,37108,,4.23,4.17,Export,2021,Qtr 1,January,1
348,OTHER MANUFACTURES GROUP,,CUTLERY,,,1734,10827,,8.58,8.51,Export,2021,Qtr 1,January,1
349,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,183,79,493,40.77,14.49,14.65,Export,2021,Qtr 1,January,1
351,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2021,Qtr 1,January,1
352,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,23854,3441,21486,17.15,18.98,18.94,Export,2021,Qtr 1,January,1
353,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,1601,3611,22547,-11.4,-9.2,-9.25,Export,2021,Qtr 1,January,1
354,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,,,4220,26350,,-44.17,-44.19,Export,2021,Qtr 1,January,1
356,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,155,438,2735,56.57,61.03,60.69,Export,2021,Qtr 1,January,1
357,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,,,241,1505,,20.5,20.59,Export,2021,Qtr 1,January,1
358,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,,,622,3884,,0.48,0.39,Export,2021,Qtr 1,January,1
360,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR PARTICULAR INDUSTRIES,,,946,5907,,2.38,2.36,Export,2021,Qtr 1,January,1
361,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,,,249,1555,,-11.7,-11.85,Export,2021,Qtr 1,January,1
362,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,,,755,4714,,-35.58,-35.6,Export,2021,Qtr 1,January,1
363,OTHER MANUFACTURES GROUP,,GEMS,K.G,213,44,275,-81.48,-82.26,-82.28,Export,2021,Qtr 1,January,1
364,OTHER MANUFACTURES GROUP,,JEWELLERY,,,11,69,,-95.47,-95.45,Export,2021,Qtr 1,January,1
365,OTHER MANUFACTURES GROUP,,FURNITURE,,,43,268,,-24.56,-24.29,Export,2021,Qtr 1,January,1
366,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,143,2,12,100,100,100,Export,2021,Qtr 1,January,1
367,OTHER MANUFACTURES GROUP,,HANDICRAFTS,,,0,0,,0,0,Export,2021,Qtr 1,January,1
368,OTHER MANUFACTURES GROUP,,CEMENT,M.T,607441,3323,20749,2.4,7.82,7.78,Export,2021,Qtr 1,January,1
369,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,1906,398,2485,-25.02,-19.76,-19.81,Export,2021,Qtr 1,January,1
370,OTHER MANUFACTURES GROUP,,ALL OTHER ITEMS,,,23253,145189,,-9.08,-9.12,Export,2021,Qtr 1,January,1
374,FOOD GROUP,RICE,BASMATI,M.T,70715,9785,61309,3.91,0.26,-1.9,Export,2021,Qtr 3,July,1
375,FOOD GROUP,RICE,OTHERS,M.T,155677,12510,78383,-37.53,-34.89,-36.29,Export,2021,Qtr 3,July,1
376,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,6759,2253,14116,-49.24,-53.97,-54.96,Export,2021,Qtr 3,July,1
377,FOOD GROUP,,FRUITS,M.T,53812,7736,48471,-41.8,-34.49,-35.9,Export,2021,Qtr 3,July,1
378,FOOD GROUP,,VEGETABLES,M.T,53404,2749,17224,-31.14,-26.18,-27.78,Export,2021,Qtr 3,July,1
379,FOOD GROUP,,LEGUMINOUS VEGETABLES (PULSES),M.T,0,0,0,-100,-100,-100,Export,2021,Qtr 3,July,1
380,FOOD GROUP,,TOBACCO,M.T,280,149,934,-81.88,-82.22,-82.59,Export,2021,Qtr 3,July,1
381,FOOD GROUP,,WHEAT,M.T,0,0,0,0,0,0,Export,2021,Qtr 3,July,1
382,FOOD GROUP,,SPICES,M.T,1396,883,5533,-41.12,-43.14,-44.35,Export,2021,Qtr 3,July,1
383,FOOD GROUP,,"OIL SEEDS, NUTS AND KERNALS",M.T,2930,688,4311,-44.53,-21.82,-23.46,Export,2021,Qtr 3,July,1
384,FOOD GROUP,,SUGAR,M.T,0,0,0,0,0,0,Export,2021,Qtr 3,July,1
385,FOOD GROUP,,MEAT AND MEAT PREPARATIONS,M.T,5899,3938,24674,-13.15,-2.65,-4.74,Export,2021,Qtr 3,July,1
386,FOOD GROUP,,ALL OTHER FOOD ITEMS,,,13216,82806,,22.7,20.05,Export,2021,Qtr 3,July,1
388,TEXTILE GROUP,,RAW COTTON,M.T,0,0,0,-100,-100,-100,Export,2021,Qtr 3,July,1
389,TEXTILE GROUP,,COTTON YARN,M.T,28777,14344,89874,-27,-24.05,-25.68,Export,2021,Qtr 3,July,1
390,TEXTILE GROUP,,COTTON CLOTH,M.T,41504,28639,179441,-11.06,-10.45,-12.38,Export,2021,Qtr 3,July,1
391,TEXTILE GROUP,,COTTON CARDED OR COMBED,M.T,306,62,388,100,100,100,Export,2021,Qtr 3,July,1
392,TEXTILE GROUP,,YARN OTHER THAN COTTON YARN,M.T,1140,457,2863,-32.78,-34.34,-35.76,Export,2021,Qtr 3,July,1
393,TEXTILE GROUP,,KNITWEAR,TH.DOZ,16061,62681,392734,-23.8,-2.07,-4.18,Export,2021,Qtr 3,July,1
394,TEXTILE GROUP,,BED WEAR,M.T,40634,42030,263343,-20.89,-9.99,-11.93,Export,2021,Qtr 3,July,1
395,TEXTILE GROUP,,TOWELS,M.T,16295,12420,77819,-26.68,-19.69,-21.42,Export,2021,Qtr 3,July,1
396,TEXTILE GROUP,,"TENTS,CANVAS & TARPULIN",M.T,2134,1055,6610,-28.12,-22.65,-24.34,Export,2021,Qtr 3,July,1
397,TEXTILE GROUP,,READYMADE GARMENTS,,,48070,301188,,-5.55,-7.59,Export,2021,Qtr 3,July,1
398,TEXTILE GROUP,,"ART,SILK & SYNTHETIC TEXTILE",M.T,7052,5165,32362,-32.5,-25.29,-26.89,Export,2021,Qtr 3,July,1
399,TEXTILE GROUP,,MADEUP ARTICLES(EXCL TOWELS & BEDWEAR,,19623,10707,67086,,-13.35,-15.22,Export,2021,Qtr 3,July,1
400,TEXTILE GROUP,,OTHER TEXTILE MATERIALS,,40532,9183,57537,,-6.13,-8.16,Export,2021,Qtr 3,July,1
402,PETROLEUM GROUP & COAL,,PETROLEUM CRUDE,M.T,49272,4514,28283,7.69,27.01,24.28,Export,2021,Qtr 3,July,1
403,PETROLEUM GROUP & COAL,,PETROLEUM PRODUCTS(EXCL TOP NAPHTA),M.T,800,179,1122,-93.6,-88.71,-88.95,Export,2021,Qtr 3,July,1
404,PETROLEUM GROUP & COAL,,PETROLEUM TOP NAPHTA,M.T,0,0,0,0,0,0,Export,2021,Qtr 3,July,1
405,PETROLEUM GROUP & COAL,,SOLID FUELS (COAL),M.T,0,0,0,0,0,0,Export,2021,Qtr 3,July,1
407,OTHER MANUFACTURES GROUP,,"CARPETS, RUGS & MATS",TH.SQM,115,882,5526,-22.82,-23.37,-25.05,Export,2021,Qtr 3,July,1
409,OTHER MANUFACTURES GROUP,SPORTS GOODS,FOOTBALLS,TH.DOZ,225,1906,11942,-18.48,-14.49,-16.33,Export,2021,Qtr 3,July,1
410,OTHER MANUFACTURES GROUP,SPORTS GOODS,GLOVES,TH.DOZ,200,951,5959,-18.37,-14.71,-16.54,Export,2021,Qtr 3,July,1
411,OTHER MANUFACTURES GROUP,SPORTS GOODS,OTHERS,,123,1350,8459,,-1.82,-3.95,Export,2021,Qtr 3,July,1
412,OTHER MANUFACTURES GROUP,,LEATHER TANNED,M.T,2275,2551,15984,43.9,-2.34,-4.44,Export,2021,Qtr 3,July,1
414,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GARMENTS,TH.DOZ,160,5527,34630,8.84,16.26,13.76,Export,2021,Qtr 3,July,1
415,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,LEATHER GLOVES,TH.DOZ,870,4193,26272,-5.23,-0.31,-2.45,Export,2021,Qtr 3,July,1
416,OTHER MANUFACTURES GROUP,LEATHER MANUFACTURES,OTHER LEATHER MANUFACTURES,,340,262,1642,,-7.75,-9.68,Export,2021,Qtr 3,July,1
418,OTHER MANUFACTURES GROUP,FOOTWEAR,LEATHER FOOTWEAR,TH.Pairs,635,1631,10219,-32.01,-33.13,-34.57,Export,2021,Qtr 3,July,1
419,OTHER MANUFACTURES GROUP,FOOTWEAR,CANVAS FOOTWEAR,TH.Pairs,2,1,6,-60,-66.67,100,Export,2021,Qtr 3,July,1
420,OTHER MANUFACTURES GROUP,FOOTWEAR,OTHER FOOTWEAR,TH.Pairs,735,463,2901,-22.47,2.43,0.28,Export,2021,Qtr 3,July,1
421,OTHER MANUFACTURES GROUP,,SURGICAL GOODS & MEDICAL INSTRUMENTS,,29234,6051,37913,,-0.64,-2.79,Export,2021,Qtr 3,July,1
422,OTHER MANUFACTURES GROUP,,CUTLERY,,50210,1529,9580,,-16.86,-18.65,Export,2021,Qtr 3,July,1
423,OTHER MANUFACTURES GROUP,,ONYX MANUFACTURED,M.T,300,100,627,10.7,25,21.75,Export,2021,Qtr 3,July,1
425,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,FERTILIZER MANUFACTURED,M.T,0,0,0,0,0,0,Export,2021,Qtr 3,July,1
426,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PLASTIC MATERIALS,M.T,21172,4804,30100,-42.73,-40.49,-41.77,Export,2021,Qtr 3,July,1
427,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,PHARMACEUTICAL PRODUCTS,M.T,2150,3877,24292,-29.51,-15.79,-17.6,Export,2021,Qtr 3,July,1
428,OTHER MANUFACTURES GROUP,CHEMICALS AND PHARM PRODUCTS,OTHER CHEMICALS,,91373,10655,66760,,17.7,15.16,Export,2021,Qtr 3,July,1
430,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,ELECTRIC FANS,TH.NOS,130,369,2312,-55.02,-48.32,-49.45,Export,2021,Qtr 3,July,1
431,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,TRANSPORT EQUIPMENT,,,137,858,,-59.82,-60.75,Export,2021,Qtr 3,July,1
432,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER ELECTRICAL MACHINERY,,,393,2462,,-42.71,-43.97,Export,2021,Qtr 3,July,1
434,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,MACHINERY SPECIALIZED FOR PARTICULAR INDUSTRIES,,,794,4975,,-15.26,-17.1,Export,2021,Qtr 3,July,1
435,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,AUTO PARTS & ACCESSORIES,,,334,2093,,-9.24,-11.2,Export,2021,Qtr 3,July,1
436,OTHER MANUFACTURES GROUP,ENGINEERING GOODS,OTHER MACHINERY,,,1203,7538,,12.75,10.35,Export,2021,Qtr 3,July,1
437,OTHER MANUFACTURES GROUP,,GEMS,K.G,254,37,232,11.89,-13.95,-15.64,Export,2021,Qtr 3,July,1
438,OTHER MANUFACTURES GROUP,,JEWELLERY,,,69,432,,-31,-32.81,Export,2021,Qtr 3,July,1
439,OTHER MANUFACTURES GROUP,,FURNITURE,,,73,457,,-33.64,-35.27,Export,2021,Qtr 3,July,1
440,OTHER MANUFACTURES GROUP,,MOLASSES,M.T,0,0,0,-100,-100,-100,Export,2021,Qtr 3,July,1
441,OTHER MANUFACTURES GROUP,,HANDICRAFTS,,,0,0,,0,0,Export,2021,Qtr 3,July,1
442,OTHER MANUFACTURES GROUP,,CEMENT,M.T,299605,1910,11967,-19.59,-14.62,-16.46,Export,2021,Qtr 3,July,1
443,OTHER MANUFACTURES GROUP,,GUAR AND GUAR PRODUCTS,M.T,2047,419,2625,-32.69,-27.13,-28.75,Export,2021,Qtr 3,July,1
444,OTHER MANUFACTURES GROUP,,ALL OTHER ITEMS,,,27546,172590,,-25.24,-26.84,Export,2021,Qtr 3,July,1
448,FOOD GROUP,RICE,BASMATI,M.T,77696,10722,68659,82.03,90.04,86.56,Export,2021,Qtr 2,June,1
449,FOOD GROUP,RICE,OTHERS,M.T,246100,18190,116480,83.07,71.07,67.93,Export,2021,Qtr 2,June,1
450,FOOD GROUP,,FISH & FISH PREPARATIONS,M.T,13168,4830,30929,-1.99,0.77,-1.08,Export,2021,Qtr 2,June,1
451,FOOD GROUP,,FRUITS,M.T,99569,11792,75510,413.45,598.58,585.89,Export,2021,Qtr 2,June,1
